judul_berita,penulis_berita,url_berita,media_online,tanggal_berita_dt,top_keyword,lex_match,fuzz_score,embed_sim,relevance_score,is_relevant
"Perusahaan Tak Keluar Uang untuk Magang Perguruan Tinggi, Biaya Ditanggung Pemerintah",Tidak Diketahui,https://www.liputan6.com/bisnis/read/6165472/perusahaan-tak-keluar-uang-untuk-magang-perguruan-tinggi-biaya-ditanggung-pemerintah,liputan6,2025-09-22 15:00:34+07:00,diskusi banggar dpr,0.0,0.231,0.681,0.478,False
"Harga Emas 24 Karat Hari Ini 22 September 2025: Antam Naik, Pegadaian Stagnan, Perhiasan B...",Tidak Diketahui,https://www.liputan6.com/bisnis/read/6165370/harga-emas-24-karat-hari-ini-22-september-2025-antam-naik-pegadaian-stagnan-perhiasan-bervariasi,liputan6,2025-09-22 12:20:36+07:00,suntikan dana rp200 triliun,0.0,0.2,0.697,0.478,False
"Kerja Keras Tak Bakal Khianati Hasil Itu Mitos, Begini Kata Pakar Karier Stanford",Tidak Diketahui,https://www.liputan6.com/bisnis/read/6163483/kerja-keras-tak-bakal-khianati-hasil-itu-mitos-begini-kata-pakar-karier-stanford,liputan6,2025-09-22 06:00:59+07:00,suntikan dana rp200 triliun,0.0,0.259,0.667,0.478,False
"Rekap Kabar Abroad Pemain Timnas Indonesia: James, Walsh, Shayne, dan Pratama Arhan",,https://www.tribunnews.com/superskor/7731624/rekap-kabar-abroad-pemain-timnas-indonesia-james-walsh-shayne-dan-pratama-arhan,tribunnews,2025-09-21 21:26:00+07:00,suntikan dana rp200 triliun,0.0,0.2,0.697,0.478,False
"Pemerintah Lepas Udang Terkontaminasi ke Pasar Lokal, Pengusaha Sebut Banyak Risiko",,https://www.tribunnews.com/bisnis/7731911/pemerintah-lepas-udang-terkontaminasi-ke-pasar-lokal-pengusaha-sebut-banyak-risiko,tribunnews,2025-09-22 14:48:00+07:00,diskusi banggar dpr,0.0,0.235,0.68,0.478,False
"Angka Obesitas di Jakarta Tinggi, Pramono Anung Diminta Tinjau Ulang Pajak Olahraga",,https://www.tribunnews.com/metropolitan/7731606/angka-obesitas-di-jakarta-tinggi-pramono-anung-diminta-tinjau-ulang-pajak-olahraga,tribunnews,2025-09-21 20:02:00+07:00,suntikan dana rp200 triliun,0.0,0.2,0.697,0.478,False
Kemensos dan Pemprov Papua Pegunungan Kolaborasi Tangani Dampak Konflik Yalimo,,https://www.tribunnews.com/kilas-kementerian/7731948/kemensos-dan-pemprov-papua-pegunungan-kolaborasi-tangani-dampak-konflik-yalimo,tribunnews,2025-09-22 15:28:00+07:00,diskusi banggar dpr,0.0,0.247,0.674,0.478,False
"Andre Taulany Kukuh Gugat Cerai Istri, Sule Curiga Masalah Rumah Tangga Sahabatnya Menggunung",,https://www.tribunnews.com/seleb/7731940/andre-taulany-kukuh-gugat-cerai-istri-sule-curiga-masalah-rumah-tangga-sahabatnya-menggunung,tribunnews,2025-09-22 15:21:00+07:00,suntikan dana rp200 triliun,0.0,0.233,0.681,0.478,False
"Garuda Indonesia Mau Tambah 7 Pesawat Tahun Ini, 5 Armada Sudah Jalan",Tidak Diketahui,https://www.liputan6.com/bisnis/read/6165308/garuda-indonesia-mau-tambah-7-pesawat-tahun-ini-5-armada-sudah-jalan,liputan6,2025-09-22 11:30:28+07:00,suntikan dana rp200 triliun,0.0,0.208,0.692,0.477,False
"Kakorlantas Siap Evaluasi Permintaan Voorijder Marak di Medsos: Kawal Boleh, Tatetot Dikurangi",,https://www.tribunnews.com/nasional/7731924/kakorlantas-siap-evaluasi-permintaan-voorijder-marak-di-medsos-kawal-boleh-tatetot-dikurangi,tribunnews,2025-09-22 15:05:00+07:00,makan bergizi gratis,0.0,0.211,0.69,0.477,False
"Briptu Rizka Ditahan Kasus Kematian Suaminya Brigadir Esco, Kuasa Hukum Bantah Isu Perselingkuhan",,https://www.tribunnews.com/regional/7731930/briptu-rizka-ditahan-kasus-kematian-suaminya-brigadir-esco-kuasa-hukum-bantah-isu-perselingkuhan,tribunnews,2025-09-22 15:12:00+07:00,diskusi banggar dpr,0.0,0.241,0.673,0.476,False
Konfederasi Serikat Pekerja Seluruh Indonesia Dukung Reformasi Polri,,https://www.tribunnews.com/nasional/7731918/konfederasi-serikat-pekerja-seluruh-indonesia-dukung-reformasi-polri,tribunnews,2025-09-22 14:58:00+07:00,suntikan dana rp200 triliun,0.0,0.232,0.678,0.476,False
"Sempat Dirawat, Ibu Rumah Tangga yang Dibakar Suaminya di Cakung Jaktim Meninggal Dunia",,https://www.tribunnews.com/metropolitan/7731956/sempat-dirawat-ibu-rumah-tangga-yang-dibakar-suaminya-di-cakung-jaktim-meninggal-dunia,tribunnews,2025-09-22 15:43:00+07:00,suntikan dana rp200 triliun,0.0,0.246,0.671,0.476,False
Eza Gionino Bantah Adanya Orang Ketiga di Rumah Tangganya dengan Meiza Aulia: Komunikasi Kita Kurang,,https://www.tribunnews.com/seleb/7731937/eza-gionino-bantah-adanya-orang-ketiga-di-rumah-tangganya-dengan-meiza-aulia-komunikasi-kita-kurang,tribunnews,2025-09-22 15:18:00+07:00,suntikan dana rp200 triliun,0.0,0.268,0.66,0.476,False
Garuda Indonesia Bakal Pangkas Rute Penerbangan Tak Menguntungkan,Tidak Diketahui,https://www.liputan6.com/bisnis/read/6165373/garuda-indonesia-bakal-pangkas-rute-penerbangan-tak-menguntungkan,liputan6,2025-09-22 13:15:13+07:00,diskusi banggar dpr,0.0,0.238,0.673,0.475,False
"Viral Anak Bawa Mobil tapi Tak Ada di LHKPN Walkot Prabumulih, Ini Kata KPK",Tidak Diketahui,https://news.detik.com/berita/d-8124433/viral-anak-bawa-mobil-tapi-tak-ada-di-lhkpn-walkot-prabumulih-ini-kata-kpk,detik,2055-09-22 00:00:00+07:00,suntikan dana rp200 triliun,0.0,0.235,0.672,0.474,False
"Kapolri Bentuk Tim Reformasi Polri, Komjen Chryshnanda Dwilaksana Sebagai Ketua",Tidak Diketahui,https://www.liputan6.com/news/read/6165232/kapolri-bentuk-tim-reformasi-polri-komjen-chryshnanda-dwilaksana-sebagai-ketua,liputan6,2025-09-22 10:03:47+07:00,suntikan dana rp200 triliun,0.0,0.208,0.687,0.474,False
"Cegah Anarko Buat Rusuh saat Demo di DPR, Polisi Sekat Massa di Stasiun Cikarang",Tidak Diketahui,https://news.okezone.com/read/2025/09/22/338/3171624/cegah-anarko-buat-rusuh-saat-demo-di-dpr-polisi-sekat-massa-di-stasiun-cikarang,okezone,2025-09-22 13:10:00+07:00,suntikan dana rp200 triliun,0.0,0.262,0.66,0.474,False
Eks Waketum Gerindra Arief Poyuono Jadi Komisaris PelindoMarket1 jam yang lalu,Tidak Diketahui,https://www.cnbcindonesia.com/market/20250922141136-17-669119/eks-waketum-gerindra-arief-poyuono-jadi-komisaris-pelindo,cnbc,2025-09-22 00:00:00+07:00,makan bergizi gratis,0.0,0.184,0.697,0.473,False
"5 Fakta Patan Durbar Square, Pusat Agama Hindu dan Budha di Nepal",Sanggar Sukma Sijati,https://www.idntimes.com/science/discovery/5-fakta-patan-durbar-square-jadi-pusat-agama-hindu-budha-di-nepal-c1c2-01-nz139-b1hk49,idn_times,2025-09-22 05:26:00+07:00,suntikan dana rp200 triliun,0.0,0.217,0.68,0.473,False
"Polres Metro Jakpus Gelar Patroli Gabungan 'Jaga Jakarta', Antisipasi Gangguan Kamtibmas",Tidak Diketahui,https://www.liputan6.com/news/read/6165079/polres-metro-jakpus-gelar-patroli-gabungan-jaga-jakarta-antisipasi-gangguan-kamtibmas,liputan6,2025-09-21 23:26:44+07:00,suntikan dana rp200 triliun,0.0,0.209,0.684,0.473,False
"Dua Mitos yang Sering Muncul tentang Kanker Tulang, Dokter Ungkap Fakta Sebenarnya",,https://www.tribunnews.com/kesehatan/7731630/dua-mitos-yang-sering-muncul-tentang-kanker-tulang-dokter-ungkap-fakta-sebenarnya,tribunnews,2025-09-21 23:03:00+07:00,suntikan dana rp200 triliun,0.0,0.239,0.669,0.473,False
"Sikapi Gejolak di Filipina hingga Nepal, Buruh Bakal Gelar Apel Kebangsaan di Bekasi",,https://www.tribunnews.com/nasional/7731960/sikapi-gejolak-di-filipina-hingga-nepal-buruh-bakal-gelar-apel-kebangsaan-di-bekasi,tribunnews,2025-09-22 15:49:00+07:00,diskusi banggar dpr,0.0,0.194,0.691,0.473,False
3 Prompt Gemini AI Edit Foto Makkah Depan Kabah-Payung Masjid NabawiTech1 jam yang lalu,Tidak Diketahui,https://www.cnbcindonesia.com/tech/20250922124107-37-669097/3-prompt-gemini-ai-edit-foto-makkah-depan-kabah-payung-masjid-nabawi,cnbc,2025-09-22 00:00:00+07:00,suntikan dana rp200 triliun,0.0,0.193,0.69,0.472,False
"Sebar Bansos Minyak Goreng, Pemerintah Tambah Anggaran",Tidak Diketahui,https://www.liputan6.com/bisnis/read/6165431/sebar-bansos-minyak-goreng-pemerintah-tambah-anggaran,liputan6,2025-09-22 14:15:43+07:00,suntikan dana rp200 triliun,0.0,0.296,0.638,0.472,False
Daftar Lengkap Juara Superliga Junior 2025: Klub Bulutangkis PB Djarum Sabet Dua Piala Legenda,,https://www.tribunnews.com/sport/7731629/daftar-lengkap-juara-superliga-junior-2025-klub-bulutangkis-pb-djarum-sabet-dua-piala-legenda,tribunnews,2025-09-21 23:01:00+07:00,suntikan dana rp200 triliun,0.0,0.182,0.696,0.472,False
Kemenperin Perkuat Peran Indonesia dalam Rantai Pasok Halal Global melalui Halal Indo 2025,,https://www.tribunnews.com/bisnis/7731922/kemenperin-perkuat-peran-indonesia-dalam-rantai-pasok-halal-global-melalui-halal-indo-2025,tribunnews,2025-09-22 15:04:00+07:00,makan bergizi gratis,0.0,0.218,0.677,0.472,False
PAN Jabar Pastikan Surat Terkait Penjaringan Calon Pendamping Desa Hoax,,https://www.tribunnews.com/nasional/7731578/pan-jabar-pastikan-surat-terkait-penjaringan-calon-pendamping-desa-hoax,tribunnews,2025-09-21 17:32:00+07:00,suntikan dana rp200 triliun,0.0,0.265,0.654,0.472,False
"Sempat Hilang, Ibu Bocah yang Tewas di Jakut Ditemukan Patroli Polisi",Tidak Diketahui,https://news.detik.com/berita/d-8124534/sempat-hilang-ibu-bocah-yang-tewas-di-jakut-ditemukan-patroli-polisi,detik,2025-09-22 00:00:00+07:00,suntikan dana rp200 triliun,0.0,0.25,0.66,0.471,False
"Kasus Keracunan MBG, BGN dan Polisi Investigasi Operasional SPPG di Banggai Kepulauan",Tidak Diketahui,https://www.liputan6.com/news/read/6164853/kasus-keracunan-mbg-bgn-dan-polisi-investigasi-operasional-sppg-di-banggai-kepulauan,liputan6,2025-09-21 14:50:03+07:00,MBG,1.0,0.068,0.585,0.471,False
Purbaya Ungkap Kepercayaan Investor Pulih Cepat Pasca Demo 17+8News1 jam yang lalu,Tidak Diketahui,https://www.cnbcindonesia.com/news/20250922141255-4-669117/purbaya-ungkap-kepercayaan-investor-pulih-cepat-pasca-demo-17-8,cnbc,2025-09-22 00:00:00+07:00,makan bergizi gratis,0.0,0.196,0.685,0.47,False
Habiburokhman Beri Penghargaan ke Aipda Marsidon di Hari Lalu Lintas Bhayangkara Ke-70,Tidak Diketahui,https://news.detik.com/berita/d-8124520/habiburokhman-beri-penghargaan-ke-aipda-marsidon-di-hari-lalu-lintas-bhayangkara-ke-70,detik,2025-09-27 00:00:00+07:00,makan bergizi gratis,0.0,0.245,0.66,0.47,False
Terbongkar Modus Jahat 2 Kakek Cabuli 2 Bocah Bersamaan di Bogor,Tidak Diketahui,https://news.detik.com/berita/d-8123242/terbongkar-modus-jahat-2-kakek-cabuli-2-bocah-bersamaan-di-bogor,detik,2025-09-22 00:00:00+07:00,makan bergizi gratis,0.0,0.238,0.664,0.47,False
22 September Hari Apa? Ini Jawabannya Mulai  Hari Menara Suar Nasional hingga Hari Badak S...,Tidak Diketahui,https://www.liputan6.com/news/read/6163106/22-september-hari-apa-ini-jawabannya-mulai-hari-menara-suar-nasional-hingga-hari-badak-sedunia,liputan6,2025-09-22 06:45:03+07:00,diskusi banggar dpr,0.0,0.196,0.685,0.47,False
Analisis Pengamat: Dua Alasan Strategis di Balik Pilihan Prabowo Tunjuk Djamari Sebagai Me...,Tidak Diketahui,https://www.liputan6.com/news/read/6164777/analisis-pengamat-dua-alasan-strategis-di-balik-pilihan-prabowo-tunjuk-djamari-sebagai-menko-polkam,liputan6,2025-09-21 12:09:40+07:00,suntikan dana rp200 triliun,0.0,0.217,0.675,0.47,False
"Daftar 16 Wakil Indonesia di French Open 2025: Ada Jojo, Fajar/Fikri, hingga Duet Baru Rian/Rahmat",,https://www.tribunnews.com/sport/7731927/daftar-16-wakil-indonesia-di-french-open-2025-ada-jojo-fajarfikri-hingga-duet-baru-rianrahmat,tribunnews,2025-09-22 15:07:00+07:00,diskusi banggar dpr,0.0,0.205,0.681,0.47,False
Tim Independen LNHAM akan Gali Keterangan Polisi Hingga Keluarga Korban Terkait Demo Agustus,,https://www.tribunnews.com/nasional/7731582/tim-independen-lnham-akan-gali-keterangan-polisi-hingga-keluarga-korban-terkait-demo-agustus,tribunnews,2025-09-21 17:51:00+07:00,makan bergizi gratis,0.0,0.232,0.667,0.47,False
"Soal Rencana IPO Bank Syariah Nasional, Ini Kata Bos BTN (BBTN)Market1 jam yang lalu",Tidak Diketahui,https://www.cnbcindonesia.com/market/20250922122353-17-669048/soal-rencana-ipo-bank-syariah-nasional-ini-kata-bos-btn--bbtn-,cnbc,2025-09-22 00:00:00+07:00,suntikan dana rp200 triliun,0.0,0.216,0.673,0.469,False
"Jawab Ultimatum Trump Soal Pangkalan Bagram, Taliban: Jangan Ulangi Kegagalan Masa Lalu",Tidak Diketahui,https://news.okezone.com/read/2025/09/22/18/3171623/jawab-ultimatum-trump-soal-pangkalan-bagram-taliban-jangan-ulangi-kegagalan-masa-lalu,okezone,2025-09-22 12:59:00+07:00,makan bergizi gratis,0.0,0.243,0.66,0.469,False
Amerika Hidupkan Lagi Pangkalan Angkatan Laut Terbesarnya di Halaman Belakang China,,https://www.tribunnews.com/internasional/7731588/amerika-hidupkan-lagi-pangkalan-angkatan-laut-terbesarnya-di-halaman-belakang-china,tribunnews,2025-09-21 18:12:00+07:00,diskusi banggar dpr,0.0,0.255,0.655,0.469,False
Kakanwil Kemenag NTB Pelempar Mikrofon Sempat Terseret Kasus Dugaan Korupsi di Kejaksaan,,https://www.tribunnews.com/regional/7731598/kakanwil-kemenag-ntb-pelempar-mikrofon-sempat-terseret-kasus-dugaan-korupsi-di-kejaksaan,tribunnews,2025-09-21 19:11:00+07:00,makan bergizi gratis,0.0,0.204,0.678,0.468,False
"Komisi V DPR Dorong Integrasi Transportasi di Terminal Pondok Cabe, Mudahkan Masyarakat",Tidak Diketahui,https://www.liputan6.com/news/read/6165107/komisi-v-dpr-dorong-integrasi-transportasi-di-terminal-pondok-cabe-mudahkan-masyarakat,liputan6,2025-09-22 05:30:18+07:00,suntikan dana rp200 triliun,0.0,0.211,0.673,0.467,False
Enduro Entrepreneurship Program Bangun Kompetensi 80 Ribu Peserta dan 165 Bengkel Roda Dua,,https://www.tribunnews.com/bisnis/7731905/enduro-entrepreneurship-program-bangun-kompetensi-80-ribu-peserta-dan-165-bengkel-roda-dua,tribunnews,2025-09-22 14:41:00+07:00,diskusi banggar dpr,0.0,0.239,0.659,0.467,False
"Tren Bullish Terjaga, Emas Berpotensi Tembus USD 3.700 per Troy Ounce",Tidak Diketahui,https://www.liputan6.com/bisnis/read/6165262/tren-bullish-terjaga-emas-berpotensi-tembus-usd-3700-per-troy-ounce,liputan6,2025-09-22 10:40:17+07:00,suntikan dana rp200 triliun,0.0,0.271,0.641,0.466,False
"Selain Larry Ellison, Donald Trump Sebut Murdoch Bakal Ikut dalam Kesepakatan TikTok",Tidak Diketahui,https://www.liputan6.com/bisnis/read/6165119/selain-larry-ellison-donald-trump-sebut-murdoch-bakal-ikut-dalam-kesepakatan-tiktok,liputan6,2025-09-22 06:40:54+07:00,suntikan dana rp200 triliun,0.0,0.216,0.668,0.466,False
"Klasemen Akhir Four Nations Cup 2025: Timnas Futsal Indonesia Gagal Juara, Belanda Berpesta",,https://www.tribunnews.com/superskor/7731621/klasemen-akhir-four-nations-cup-2025-timnas-futsal-indonesia-gagal-juara-belanda-berpesta,tribunnews,2025-09-21 20:50:00+07:00,suntikan dana rp200 triliun,0.0,0.254,0.649,0.466,False
Wanita Pengendara Sepeda Listrik Tewas Ditabrak Mobil di Koja Jakut,Tidak Diketahui,https://news.detik.com/berita/d-8123305/wanita-pengendara-sepeda-listrik-tewas-ditabrak-mobil-di-koja-jakut,detik,2025-09-21 00:00:00+07:00,suntikan dana rp200 triliun,0.0,0.234,0.658,0.465,False
"Turun Tangan Urus Sendiri Proses Perceraian dengan Indra Adhitya, Chikita Meidy: Menjiwai jadi Janda",,https://www.tribunnews.com/seleb/7731938/turun-tangan-urus-sendiri-proses-perceraian-dengan-indra-adhitya-chikita-meidy-menjiwai-jadi-janda,tribunnews,2025-09-22 15:20:00+07:00,suntikan dana rp200 triliun,0.0,0.236,0.657,0.465,False
"Bocah di Depok Terjebak ke Dalam Tabung Pengering Mesin Cuci, Begini Detik-Detik Proses Ev...",Tidak Diketahui,https://www.liputan6.com/news/read/6164925/bocah-di-depok-terjebak-ke-dalam-tabung-pengering-mesin-cuci-begini-detik-detik-proses-evakuasi,liputan6,2025-09-21 16:50:34+07:00,makan bergizi gratis,0.0,0.248,0.65,0.464,False
Hasil Klasemen Grup B Championship: Dua Eks Peserta Super League Rebutan Puncak,,https://www.tribunnews.com/superskor/7731625/hasil-klasemen-grup-b-championship-dua-eks-peserta-super-league-rebutan-puncak,tribunnews,2025-09-21 21:28:00+07:00,diskusi banggar dpr,0.0,0.204,0.671,0.464,False
"Bocah Perempuan Tewas Tergeletak di Kamar Kos Jakut, Kondisinya Mengenaskan Ada Ceceran Da...",Tidak Diketahui,https://www.liputan6.com/news/read/6165452/bocah-perempuan-tewas-tergeletak-di-kamar-kos-jakut-kondisinya-mengenaskan-ada-ceceran-darah-di-lantai,liputan6,2025-09-22 13:47:29+07:00,diskusi banggar dpr,0.0,0.161,0.691,0.463,False
"Prakiraan Cuaca BMKG Jawa Tengah Besok, Selasa 23 September 2025: Wonosobo Berawan, Semarang Cerah",,https://www.tribunnews.com/regional/7731914/prakiraan-cuaca-bmkg-jawa-tengah-besok-selasa-23-september-2025-wonosobo-berawan-semarang-cerah,tribunnews,2025-09-22 14:49:00+07:00,diskusi banggar dpr,0.0,0.154,0.695,0.463,False
3 Alasan Wajib Nonton Drama Komedi Ratu Ratu Queens: The Series di Netflix,,https://www.tribunnews.com/seleb/7731955/3-alasan-wajib-nonton-drama-komedi-ratu-ratu-queens-the-series-di-netflix,tribunnews,2025-09-22 15:42:00+07:00,suntikan dana rp200 triliun,0.0,0.297,0.622,0.463,False
"Beri Pengarahan Santri Ponpes Amanatul Ummah, Menko Pangan Zulhas: Ingat Selalu Petani dan...",Tidak Diketahui,https://www.liputan6.com/news/read/6164822/beri-pengarahan-santri-ponpes-amanatul-ummah-menko-pangan-zulhas-ingat-selalu-petani-dan-nelayan,liputan6,2025-09-21 13:32:54+07:00,makan bergizi gratis,0.0,0.159,0.687,0.46,False
Dimas Seto Ajak Masyarakat Berlari di Sentul untuk Dukung Program Kemanusiaan Palestina,,https://www.tribunnews.com/seleb/7731583/dimas-seto-ajak-masyarakat-berlari-di-sentul-untuk-dukung-program-kemanusiaan-palestina,tribunnews,2025-09-21 17:52:00+07:00,makan bergizi gratis,0.0,0.28,0.626,0.459,False
Pramono Anung Bakal Evaluasi TransJakarta Pasca Serangkaian Kecelakaan Sebulan Terakhir,Tidak Diketahui,https://www.liputan6.com/news/read/6164948/pramono-anung-bakal-evaluasi-transjakarta-pasca-serangkaian-kecelakaan-sebulan-terakhir,liputan6,2025-09-21 18:30:04+07:00,makan bergizi gratis,0.0,0.206,0.661,0.458,False
Rekap Hasil Final China Masters 2025: Kim/Seo Bikin Korea Samai Gelar Tuan Rumah,,https://www.tribunnews.com/sport/7731585/rekap-hasil-final-china-masters-2025-kimseo-bikin-korea-samai-gelar-tuan-rumah,tribunnews,2025-09-21 18:00:00+07:00,suntikan dana rp200 triliun,0.0,0.262,0.632,0.458,False
"KMP Jatra II Siap Beroperasi Lagi, Layani Rute Gunungsitoli-Sibolga",Tidak Diketahui,https://www.liputan6.com/bisnis/read/6164892/kmp-jatra-ii-siap-beroperasi-lagi-layani-rute-gunungsitoli-sibolga,liputan6,2025-09-21 17:30:30+07:00,diskusi banggar dpr,0.0,0.209,0.657,0.457,False
"Jadwal Calvin Verdonk, Miliano Jonathans, dan Dean James di Liga Eropa Pekan Ini",,https://www.tribunnews.com/superskor/7731947/jadwal-calvin-verdonk-miliano-jonathans-dan-dean-james-di-liga-eropa-pekan-ini,tribunnews,2025-09-22 15:27:00+07:00,suntikan dana rp200 triliun,0.0,0.262,0.63,0.457,False
"InternasionalKasus Eks Ibu Negara Korsel Meluas, Pemimpin Gereja Unifikasi TerseretNews1 jam yang lalu",Tidak Diketahui,https://www.cnbcindonesia.com/news/20250922143758-4-669125/kasus-eks-ibu-negara-korsel-meluas-pemimpin-gereja-unifikasi-terseret,cnbc,2025-09-22 00:00:00+07:00,diskusi banggar dpr,0.0,0.149,0.685,0.456,False
"Poin BWF Korea Open 2025: Ajang Apriyani/Fadia Kembali ke Top 100, Fajar/Fikri Kian Meroket",,https://www.tribunnews.com/sport/7731928/poin-bwf-korea-open-2025-ajang-apriyanifadia-kembali-ke-top-100-fajarfikri-kian-meroket,tribunnews,2025-09-22 15:08:00+07:00,makan bergizi gratis,0.0,0.18,0.67,0.456,False
"Sebelum Jadi Tersangka Pembunuhan, Briptu Rizka Berdalih Pergi ke Dukun saat Brigadir Esco Hilang",,https://www.tribunnews.com/regional/7731590/sebelum-jadi-tersangka-pembunuhan-briptu-rizka-berdalih-pergi-ke-dukun-saat-brigadir-esco-hilang,tribunnews,2025-09-21 18:22:00+07:00,makan bergizi gratis,0.0,0.256,0.631,0.456,False
"Ramalan Zodiak Senin, 22 September 2025: Gemini Perlu Bersantai, Scorpio Beristirahat Total",,https://www.tribunnews.com/lifestyle/7731600/ramalan-zodiak-senin-22-september-2025-gemini-perlu-bersantai-scorpio-beristirahat-total,tribunnews,2025-09-21 19:24:00+07:00,suntikan dana rp200 triliun,0.0,0.237,0.642,0.456,False
Eks Pengacara Brigadir Yosua Protes Budhi Herdi yang Terseret Kasus Sambo Masuk Tim Reformasi Polri,,https://www.tribunnews.com/nasional/7731912/eks-pengacara-brigadir-yosua-protes-budhi-herdi-yang-terseret-kasus-sambo-masuk-tim-reformasi-polri,tribunnews,2025-09-22 14:48:00+07:00,suntikan dana rp200 triliun,0.0,0.159,0.677,0.454,False
Astra Kembali Hadir di Paviliun Indonesia pada Gelaran World Expo 2025 Osaka,Tidak Diketahui,https://www.liputan6.com/bisnis/read/6164645/astra-kembali-hadir-di-paviliun-indonesia-pada-gelaran-world-expo-2025-osaka,liputan6,2025-09-21 07:30:47+07:00,diskusi banggar dpr,0.0,0.211,0.645,0.45,False
"Tax Amnesty: Pengertian, Subjek dan Objek hingga Alasan Ditolak Menkeu Purbaya",Tidak Diketahui,https://www.liputan6.com/bisnis/read/6165456/tax-amnesty-pengertian-subjek-dan-objek-hingga-alasan-ditolak-menkeu-purbaya,liputan6,2025-09-22 14:45:53+07:00,suntikan dana rp200 triliun,0.0,0.248,0.624,0.449,False
"Update Ranking BWF setelah China Masters 2025: Fajar/Fikri Melejit, Rehan/Gloria Sejarah Baru",,https://www.tribunnews.com/sport/7731607/update-ranking-bwf-setelah-china-masters-2025-fajarfikri-melejit-rehangloria-sejarah-baru,tribunnews,2025-09-21 20:03:00+07:00,suntikan dana rp200 triliun,0.0,0.25,0.623,0.449,False
Kabar Abroad Timnas Indonesia: Emil Audero Cetak Sejarah Mentereng di Laga Cremonese vs Parma,,https://www.tribunnews.com/superskor/7731632/kabar-abroad-timnas-indonesia-emil-audero-cetak-sejarah-mentereng-di-laga-cremonese-vs-parma,tribunnews,2025-09-21 23:14:00+07:00,suntikan dana rp200 triliun,0.0,0.167,0.663,0.448,False
"Selebritas Dunia Bersuara Bela Palestina, Desak Setop Serangan di GazaLifestyle34 menit yang lalu",Tidak Diketahui,https://www.cnbcindonesia.com/lifestyle/20250922131718-33-669082/selebritas-dunia-bersuara-bela-palestina-desak-setop-serangan-di-gaza,cnbc,2025-09-22 00:00:00+07:00,suntikan dana rp200 triliun,0.0,0.226,0.627,0.444,False
Jadwal Badminton setelah China Masters: Episode Baru Fajar/Fikri di Korea Open 2025,,https://www.tribunnews.com/sport/7731618/jadwal-badminton-setelah-china-masters-episode-baru-fajarfikri-di-korea-open-2025,tribunnews,2025-09-21 20:42:00+07:00,suntikan dana rp200 triliun,0.0,0.236,0.62,0.443,False
Terjemahan Lirik Lagu What Was I Made For? - Billie Eilish: When Did It End? All the Enjoyment,,https://www.tribunnews.com/musik/7731941/terjemahan-lirik-lagu-what-was-i-made-for-billie-eilish-when-did-it-end-all-the-enjoyment,tribunnews,2025-09-22 15:22:00+07:00,suntikan dana rp200 triliun,0.0,0.198,0.639,0.443,False
"Konflik Pengelolaan Casablanca East Residence, Mantan Pengurus Tolak Badan Pengelola Masuk",,https://www.tribunnews.com/metropolitan/7731902/konflik-pengelolaan-casablanca-east-residence-mantan-pengurus-tolak-badan-pengelola-masuk,tribunnews,2025-09-22 14:35:00+07:00,suntikan dana rp200 triliun,0.0,0.205,0.635,0.442,False
"Terjemahan Lirik Lagu DUMB – D.O. EXO ft. PENOMECO: So Dumb, It's Okay",,https://www.tribunnews.com/musik/7731576/terjemahan-lirik-lagu-dumb-do-exo-ft-penomeco-so-dumb-its-okay,tribunnews,2025-09-21 17:26:00+07:00,makan bergizi gratis,0.0,0.2,0.616,0.43,False
Prediksi Skor Napoli vs Pisa di Liga Italia: Misi Partenopei Pertahankan Start Sempurna,,https://www.tribunnews.com/superskor/7731904/prediksi-skor-napoli-vs-pisa-di-liga-italia-misi-partenopei-pertahankan-start-sempurna,tribunnews,2025-09-22 14:39:00+07:00,diskusi banggar dpr,0.0,0.189,0.616,0.426,False
"Derby Della Capitale Alot, Roma Menang Tipis 1-0 dari Lazio di Olimpico",,https://www.tribunnews.com/superskor/7731602/derby-della-capitale-alot-roma-menang-tipis-1-0-dari-lazio-di-olimpico,tribunnews,2025-09-21 19:32:00+07:00,suntikan dana rp200 triliun,0.0,0.204,0.587,0.413,False
